%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1482872571380165841,17,1482872571379085486,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872571411511215,18,1482872571410342180,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872571440295777,19,1482872571439261316,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872571467742305,20,1482872571466698624,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872571498367565,21,1482872571494100539,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872571533749593,22,1482872571531234281,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872571559573632,23,1482872571558308465,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872571588120423,24,1482872571586958293,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872571615933480,25,1482872571614709119,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872571644792145,26,1482872571643630305,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872571672330550,27,1482872571671217825,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872571703387479,28,1482872571702321258,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872571731707595,29,1482872571730657680,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872571759164201,30,1482872571758090702,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872571787924144,31,1482872571786889762,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872571818374279,32,1482872571814434590,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872571847479134,33,1482872571846375027,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872571875722405,34,1482872571874645438,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872571903214021,35,1482872571902162353,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872571932109669,36,1482872571931023790,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872571962357734,37,1482872571958456071,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872571989661863,38,1482872571988536666,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572018323275,39,1482872572017242253,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572045863971,40,1482872572044764043,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572073575087,41,1482872572072571366,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572102226464,42,1482872572100965913,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572131434960,43,1482872572130372931,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572163316950,44,1482872572162338221,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572190583183,45,1482872572189650361,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572217189898,46,1482872572216149679,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572244619495,47,1482872572243561815,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572272149302,48,1482872572270965892,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572299837157,49,1482872572298735308,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572331360423,50,1482872572330309818,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572358880914,51,1482872572357779493,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572386293103,52,1482872572385113643,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572414794385,53,1482872572413656402,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572442359796,54,1482872572441132939,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572469797527,55,1482872572468572454,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572499397040,56,1482872572498333524,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572526990175,57,1482872572525840932,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572554457919,58,1482872572553295885,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572582998995,59,1482872572581824303,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572610590468,60,1482872572609360646,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572639459823,61,1482872572638345350,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572667780351,62,1482872572666663738,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572695500666,63,1482872572694357849,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572724936240,64,1482872572723410095,pose,9.63474559784,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572752470592,65,1482872572751432581,pose,9.68474578857,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572786383586,66,1482872572782374274,pose,9.68474578857,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572814257311,67,1482872572813184942,pose,9.68474578857,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572841655833,68,1482872572840455313,pose,9.68474578857,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572870284449,69,1482872572869127170,pose,9.68474578857,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572896687921,70,1482872572895575599,pose,9.68474578857,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572927602623,71,1482872572926425988,pose,9.68474578857,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572958355822,72,1482872572955039773,pose,9.68474578857,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872572985758059,73,1482872572984696256,pose,9.68474578857,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573014448501,74,1482872573013394565,pose,9.68474578857,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573041961384,75,1482872573040927748,pose,9.68474578857,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573075540946,76,1482872573074424488,pose,9.68474578857,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573103566404,77,1482872573102364568,pose,9.68474578857,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573132678288,78,1482872573131526843,pose,9.68474578857,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573160170433,79,1482872573159134013,pose,9.68474578857,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573187919774,80,1482872573186860993,pose,9.68474578857,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573218359651,81,1482872573215898004,pose,9.68474578857,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573247851835,82,1482872573246412736,pose,9.68474578857,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573276980359,83,1482872573275698140,pose,9.73474597931,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573304958146,84,1482872573303616635,pose,9.78474617004,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573333276973,85,1482872573331872783,pose,9.83474636078,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573363671645,86,1482872573362386801,pose,9.88474655151,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573392463004,87,1482872573390959773,pose,9.93474674225,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573421996508,88,1482872573420665070,pose,9.98474693298,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573451003893,89,1482872573449740382,pose,10.0347471237,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573482363692,90,1482872573480059603,pose,10.0847473145,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573511757633,91,1482872573510264841,pose,10.1347475052,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573542395463,92,1482872573541058691,pose,10.1847476959,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573571040919,93,1482872573569685725,pose,10.2347478867,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573603772032,94,1482872573602350329,pose,10.2847480774,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573634381447,95,1482872573631155673,pose,10.3347482681,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573666368637,96,1482872573662193330,pose,10.3847484589,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573695488815,97,1482872573694030852,pose,10.4347486496,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573724830443,98,1482872573723560448,pose,10.4847488403,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573753260581,99,1482872573751764116,pose,10.5347490311,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573786363384,100,1482872573781468703,pose,10.5847492218,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573814719023,101,1482872573813206068,pose,10.6347494125,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573844050388,102,1482872573842733091,pose,10.6847496033,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573872686028,103,1482872573871295873,pose,10.734749794,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573902313599,104,1482872573900822631,pose,10.7847499847,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573930812361,105,1482872573929341498,pose,10.8347501755,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573962366000,106,1482872573958018764,pose,10.8847503662,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872573991351645,107,1482872573989873021,pose,10.9347505569,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574020433598,108,1482872574019074119,pose,10.9847507477,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574049006555,109,1482872574047575257,pose,11.0347509384,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574077916112,110,1482872574076448277,pose,11.0847511292,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574110391571,111,1482872574106043214,pose,11.1347513199,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574138933482,112,1482872574137544695,pose,11.1847515106,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574175967955,113,1482872574174520762,pose,11.2347517014,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574205251160,114,1482872574203955040,pose,11.2847518921,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574234438755,115,1482872574232888867,pose,11.3347520828,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574264071433,116,1482872574262712879,pose,11.3847522736,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574292850926,117,1482872574291492166,pose,11.4347524643,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574323635438,118,1482872574322319528,pose,11.484752655,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574352421461,119,1482872574351058598,pose,11.5347528458,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574381333335,120,1482872574379980676,pose,11.5847530365,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574409917739,121,1482872574408588112,pose,11.6347532272,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574442352758,122,1482872574437805662,pose,11.684753418,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574471999392,123,1482872574470452826,pose,11.7347536087,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574501995038,124,1482872574500533726,pose,11.7847537994,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574530630581,125,1482872574529136201,pose,11.8347539902,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574559219549,126,1482872574557821071,pose,11.8847541809,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574588830886,127,1482872574587552830,pose,11.9347543716,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574618384849,128,1482872574616149675,pose,11.9847545624,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574648082105,129,1482872574646710307,pose,12.0347547531,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574679676472,130,1482872574678250436,pose,12.0847549438,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574708270229,131,1482872574706992006,pose,12.1347551346,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574736921784,132,1482872574735596590,pose,12.1847553253,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574767054120,133,1482872574765514005,pose,12.2347555161,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574795409320,134,1482872574793895527,pose,12.2847557068,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574827575289,135,1482872574826293215,pose,12.3347558975,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574856186013,136,1482872574854835802,pose,12.3847560883,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574885811072,137,1482872574884515151,pose,12.434756279,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574914664346,138,1482872574913300981,pose,12.4847564697,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574943837928,139,1482872574942561506,pose,12.5347566605,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872574975735283,140,1482872574974378223,pose,12.5847568512,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575005818602,141,1482872575004536379,pose,12.6347570419,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575035542255,142,1482872575034014034,pose,12.6847572327,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575066382109,143,1482872575064268641,pose,12.7347574234,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575095767535,144,1482872575094183014,pose,12.7347574234,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575125917121,145,1482872575124573424,pose,12.7847576141,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575155571546,146,1482872575154331300,pose,12.8347578049,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575185557891,147,1482872575183929007,pose,12.8347578049,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575213633998,148,1482872575212427256,pose,12.8847579956,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575242359622,149,1482872575240939025,pose,12.8847579956,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575270752655,150,1482872575269354205,pose,12.9347581863,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575299101462,151,1482872575297654299,pose,12.9847583771,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575331800824,152,1482872575330343688,pose,13.0347585678,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575360328005,153,1482872575358863316,pose,13.0847587585,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575390321754,154,1482872575388648363,pose,13.1347589493,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575418675597,155,1482872575417190853,pose,13.18475914,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575447209211,156,1482872575445691168,pose,13.2347593307,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575476021027,157,1482872575474714927,pose,13.2847595215,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575504864118,158,1482872575503373322,pose,13.3347597122,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575535764345,159,1482872575534332574,pose,13.384759903,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575564413912,160,1482872575563044544,pose,13.4347600937,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575594228920,161,1482872575592850686,pose,13.4847602844,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575622854321,162,1482872575621376893,pose,13.5347604752,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575651595915,163,1482872575650136212,pose,13.5847606659,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575682380884,164,1482872575679769852,pose,13.6347608566,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575711114335,165,1482872575709725870,pose,13.6847610474,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575740878451,166,1482872575739465440,pose,13.7347612381,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575778362349,167,1482872575768890027,pose,13.7847614288,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575807985887,168,1482872575806609276,pose,13.8347616196,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575838379088,169,1482872575836551794,pose,13.8847618103,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575867703986,170,1482872575866190459,pose,13.934762001,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575897827231,171,1482872575896508199,pose,13.9847621918,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575927257542,172,1482872575925792373,pose,14.0347623825,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575957186726,173,1482872575955713983,pose,14.0847625732,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872575987239657,174,1482872575985883849,pose,14.134762764,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576018358562,175,1482872576016472323,pose,14.1847629547,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576047864387,176,1482872576046382648,pose,14.2347631454,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576078553506,177,1482872576077208108,pose,14.2847633362,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576108225848,178,1482872576106734741,pose,14.3347635269,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576139271783,179,1482872576137838796,pose,14.3847637177,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576171636327,180,1482872576170332639,pose,14.4347639084,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576202364401,181,1482872576200883704,pose,14.4847640991,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576233206229,182,1482872576231983395,pose,14.5347642899,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576263763823,183,1482872576262465941,pose,14.5847644806,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576294434606,184,1482872576293108040,pose,14.6347646713,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576324802160,185,1482872576323459459,pose,14.6847648621,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576359815218,186,1482872576358465646,pose,14.7347650528,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576394352250,187,1482872576389175690,pose,14.7847652435,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576424463436,188,1482872576423108543,pose,14.8347654343,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576455789456,189,1482872576454415173,pose,14.884765625,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576490340763,190,1482872576485786115,pose,14.9347658157,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576523268941,191,1482872576521574262,pose,14.9847660065,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576556185687,192,1482872576554814959,pose,15.0347661972,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576588395834,193,1482872576586871501,pose,15.0847663879,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576621024085,194,1482872576619758058,pose,15.1347665787,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576653805879,195,1482872576652390498,pose,15.1847667694,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576685475043,196,1482872576684123847,pose,15.2347669601,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576719818048,197,1482872576718386250,pose,15.2847671509,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576752670459,198,1482872576751288530,pose,15.3347673416,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576786342909,199,1482872576784120327,pose,15.3847675323,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576817717851,200,1482872576816450011,pose,15.4347677231,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576850235900,201,1482872576848861334,pose,15.4847679138,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576881975616,202,1482872576880500737,pose,15.5347681046,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576914315983,203,1482872576912883604,pose,15.5847682953,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576947239642,204,1482872576945891994,pose,15.634768486,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872576980863162,205,1482872576979532685,pose,15.6847686768,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577014928466,206,1482872577013398088,pose,15.7347688675,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577047386383,207,1482872577045931413,pose,15.7847690582,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577080338039,208,1482872577079034702,pose,15.834769249,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577113594461,209,1482872577112506969,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577147832241,210,1482872577146740208,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577183594604,211,1482872577182432066,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577218121039,212,1482872577216990152,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577251143485,213,1482872577249990681,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577284326876,214,1482872577283154316,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577317795837,215,1482872577316623804,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577352041966,216,1482872577350987591,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577386332761,217,1482872577385204008,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577419207439,218,1482872577418091073,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577454364544,219,1482872577451130733,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577488160357,220,1482872577486948444,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577522643028,221,1482872577521439409,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577556760123,222,1482872577555665889,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577588256031,223,1482872577587013717,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577619949614,224,1482872577618889007,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577655428069,225,1482872577654444380,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577686727909,226,1482872577685663251,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577734173951,227,1482872577726414274,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577760571364,228,1482872577759463867,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577795117336,229,1482872577793858281,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577828341989,230,1482872577827153829,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577861476155,231,1482872577860405567,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577898412666,232,1482872577894075095,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577932234966,233,1482872577931125731,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872577970358934,234,1482872577965443011,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872578003999665,235,1482872578002878442,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872578037455025,236,1482872578036312588,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872578071781494,237,1482872578070625175,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872578105002160,238,1482872578103840269,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872578138290712,239,1482872578137153474,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872578171480094,240,1482872578170439182,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872578205599678,241,1482872578204533473,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872578239674160,242,1482872578238658144,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872578273756512,243,1482872578272796331,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872578310407637,244,1482872578305864695,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872578342991802,245,1482872578341847951,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872578375742643,246,1482872578374582751,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872578411597718,247,1482872578410434339,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
1482872578445937151,248,1482872578444838227,pose,15.8847694397,20.1799144745,0.0,0.0,0.0,0.0,1.0
